name,country,city,categories,review_count,rating,near_station,Address,empty_slots,free_bikes,latitude,longitude,timestamp,Unique ID
The Melting Pot Pub,FR,Toulouse,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",37,4.0,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
Boca,FR,Toulouse,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bars', 'title': 'Bars'}]",20,4.5,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
Grand Café de l'Opéra,FR,Toulouse,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'french', 'title': 'French'}]",46,4.0,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
La Maison,FR,Toulouse,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",62,4.0,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
La Compagnie Française,FR,Toulouse,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",57,3.5,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
Le Café de la Concorde,FR,Toulouse,"[{'alias': 'cafes', 'title': 'Cafes'}]",23,4.0,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
Bar L'Autan,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'french', 'title': 'French'}]",16,4.5,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
Barrique et Bourrique,FR,Toulouse,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}]",30,4.0,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
Le Wallace,FR,Toulouse,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",128,3.5,00055 - SAINT-SERNIN - G. ARNOULT,2 RUE GATIEN ARNOULT,4,11,43.6089519604964,1.4410035987262,2022-12-05T00:29:56.992000Z,55
De Danú,FR,Toulouse,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}]",84,4.0,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
La Maison,FR,Toulouse,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",62,4.0,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Puerto Habana,FR,Toulouse,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",33,3.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
The Frog & Rosbif,FR,Toulouse,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",94,3.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Le Wallace,FR,Toulouse,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",128,3.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Au Poêle de la Bête,FR,Toulouse,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'pubs', 'title': 'Pubs'}]",18,4.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
La Dynamo,FR,Toulouse,"[{'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'bars', 'title': 'Bars'}]",31,4.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
L'Heure du Singe,FR,Toulouse,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",17,4.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Le Seventies,FR,Toulouse,"[{'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",39,3.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Le Saint-Jérôme,FR,Toulouse,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",64,4.0,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Les Complices,FR,Toulouse,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",11,4.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Au Fut et à Mesure,FR,Toulouse,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",30,4.0,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Officina Gusto,FR,Toulouse,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'french', 'title': 'French'}]",17,4.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Le Delicatessen,FR,Toulouse,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",34,4.0,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Café Populaire,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",80,3.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
The Wild Rose,FR,Toulouse,"[{'alias': 'pubs', 'title': 'Pubs'}]",16,4.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Barrique et Bourrique,FR,Toulouse,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}]",30,4.0,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
The Petit London,FR,Toulouse,"[{'alias': 'pubs', 'title': 'Pubs'}]",21,4.0,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Connexion Live,FR,Toulouse,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",46,3.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Rest'O Jazz,FR,Toulouse,"[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'french', 'title': 'French'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",40,3.5,00195 - LARROUSSE - RIEUX,FACE 15 RUE PIERRE LAROUSSE,13,5,43.5972354030358,1.45907112459247,2022-12-05T00:29:56.994000Z,195
Le Dubliners,FR,Toulouse,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",49,4.5,00280 - CHARBONNIERE,RUE DE LA CHARBONNIERE ENTRE IMP AMPERE ET RUE DES PALMIERS,8,10,43.57383,1.44871,2022-12-05T00:29:56.996000Z,280
Le Studio Hop,FR,Toulouse,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'dancestudio', 'title': 'Dance Studios'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",3,4.5,00280 - CHARBONNIERE,RUE DE LA CHARBONNIERE ENTRE IMP AMPERE ET RUE DES PALMIERS,8,10,43.57383,1.44871,2022-12-05T00:29:56.996000Z,280
Le Saint Roch Café,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",1,3.0,00280 - CHARBONNIERE,RUE DE LA CHARBONNIERE ENTRE IMP AMPERE ET RUE DES PALMIERS,8,10,43.57383,1.44871,2022-12-05T00:29:56.996000Z,280
Le Dubliners,FR,Toulouse,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",49,4.5,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Stadium,FR,Toulouse,"[{'alias': 'stadiumsarenas', 'title': 'Stadiums & Arenas'}, {'alias': 'football', 'title': 'Soccer'}]",24,4.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Samouraï Lounge Bar,FR,Toulouse,"[{'alias': 'lounges', 'title': 'Lounges'}]",24,3.5,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Café Barrière,FR,Toulouse,"[{'alias': 'cafes', 'title': 'Cafes'}]",16,3.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Studio Hop,FR,Toulouse,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'dancestudio', 'title': 'Dance Studios'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",3,4.5,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Brasserie Marie,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",3,4.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
La Centrale,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",9,3.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le C Café,FR,Toulouse,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",2,4.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Bout's,FR,Toulouse,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'brasseries', 'title': 'Brasseries'}]",2,3.5,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Saint Roch Café,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",1,3.0,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
La Cantine du Busca,FR,Toulouse,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'cafes', 'title': 'Cafes'}]",3,3.5,00156 - METRO EMPALOT,38 AV JEAN MOULIN FACE DEBOUCHE RUE DE CANNES,4,14,43.579737115748195,1.441783289134449,2022-12-05T00:29:56.996000Z,156
Le Café de Paris,FR,Toulouse,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'bars', 'title': 'Bars'}]",4,3.5,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Le Seize,FR,Toulouse,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}]",3,3.0,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Le Seizième,FR,Toulouse,"[{'alias': 'bars', 'title': 'Bars'}]",1,4.0,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Karting Café,FR,Toulouse,"[{'alias': 'cafes', 'title': 'Cafes'}]",2,3.0,00242 -  RAIMBAUD - COLETTE,RUE RAIMBAUD ANGLE RUE COLETTE,4,12,43.6338661781519,1.43749379620012,2022-12-05T00:29:56.997000Z,242
Les Oliviers,FR,Toulouse,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'pizza', 'title': 'Pizza'}]",1,5.0,00224 - CAMPUS SUPAERO,10 AV EDOUARD BELIN FACE CHATEAU D'EAU CREPS RD-PT JEAN LAGASSE,15,5,43.5665957613637,1.47488196169573,2022-12-05T00:29:56.998000Z,224
UrbanSoccer,FR,Toulouse,"[{'alias': 'football', 'title': 'Soccer'}]",1,4.0,00224 - CAMPUS SUPAERO,10 AV EDOUARD BELIN FACE CHATEAU D'EAU CREPS RD-PT JEAN LAGASSE,15,5,43.5665957613637,1.47488196169573,2022-12-05T00:29:56.998000Z,224
